"","normal_1","normal_2","normal_3","fibrosis_1","fibrosis_2","fibrosis_3","fibrosis_4"
"ENSMUSG00000104523",0,0,0,0,0,0,0
"ENSMUSG00000102202",27,11,22,23,42,48,40
"ENSMUSG00000037470",2138,1635,2729,3032,3169,2507,2376
"ENSMUSG00000098752",0,0,0,0,0,0,0
"ENSMUSG00000047180",131,138,245,1094,1329,1484,1178
"ENSMUSG00000037447",85,53,64,579,540,623,558
"ENSMUSG00000102762",3,3,4,4,2,3,5
"ENSMUSG00000010453",3909,2601,4108,2825,3066,3072,2679
"ENSMUSG00000098680",0,0,0,0,0,0,0
"ENSMUSG00000037432",326,194,284,181,152,177,165
"ENSMUSG00000001143",1569,1214,1678,908,1009,1089,908
"ENSMUSG00000037408",1007,722,942,448,491,337,348
"ENSMUSG00000104316",1,2,0,4,2,4,6
"ENSMUSG00000106081",0,0,0,0,0,0,0
"ENSMUSG00000001138",995,711,1129,908,1046,935,765
"ENSMUSG00000102845",0,0,0,0,0,0,0
"ENSMUSG00000067653",37,36,37,44,40,51,40
"ENSMUSG00000109510",0,0,0,0,0,0,0
"ENSMUSG00000079610",172,147,206,247,217,219,171
"ENSMUSG00000026121",314,265,514,939,890,1093,800
"ENSMUSG00000087589",25,28,24,76,55,69,37
"ENSMUSG00000046337",2,2,2,9,9,10,10
"ENSMUSG00000089906",0,0,2,0,0,0,0
"ENSMUSG00000077939",0,0,0,0,0,0,0
"ENSMUSG00000061518",9739,8438,9697,4087,5387,4709,4776
"ENSMUSG00000037351",3873,2996,4215,3287,3817,3185,2774
"ENSMUSG00000102416",0,0,1,2,0,2,0
"ENSMUSG00000104237",1,0,0,0,0,1,0
"ENSMUSG00000026117",5,8,19,40,89,51,45
"ENSMUSG00000097291",0,0,0,0,0,1,0
"ENSMUSG00000026116",2388,2028,2994,2243,2545,2090,1985
"ENSMUSG00000103016",0,0,0,0,0,0,0
"ENSMUSG00000102930",0,0,0,2,1,4,5
"ENSMUSG00000103159",0,1,2,1,2,5,0
"ENSMUSG00000080054",0,0,0,0,0,0,0
"ENSMUSG00000095944",0,0,0,0,0,0,1
"ENSMUSG00000050122",2,2,2,7,4,8,1
"ENSMUSG00000103603",0,0,0,0,0,0,0
"ENSMUSG00000026114",0,0,0,0,0,1,3
"ENSMUSG00000102231",0,0,0,0,0,0,0
"ENSMUSG00000026113",498,331,492,705,662,684,509
"ENSMUSG00000086064",0,1,0,1,0,0,0
"ENSMUSG00000102879",0,0,0,1,1,0,3
"ENSMUSG00000026112",4110,3164,4685,3348,3846,3588,3036
"ENSMUSG00000026111",746,658,886,968,897,947,858
"ENSMUSG00000026110",1972,1188,2109,1898,2075,2174,1627
"ENSMUSG00000103948",0,0,1,1,5,9,0
"ENSMUSG00000087233",0,0,0,0,0,1,0
"ENSMUSG00000026090",35,20,31,75,91,92,68
"ENSMUSG00000089767",0,0,0,0,3,0,0
"ENSMUSG00000104365",0,0,1,0,0,0,0
"ENSMUSG00000102650",0,0,0,0,0,1,0
"ENSMUSG00000060771",205,141,244,246,239,309,248
"ENSMUSG00000097268",1,0,0,1,0,0,0
"ENSMUSG00000037216",152,141,184,119,154,152,124
"ENSMUSG00000026088",222,212,291,478,493,551,431
"ENSMUSG00000026087",1320,1397,1577,1205,1366,1141,1043
"ENSMUSG00000061584",0,0,0,0,0,0,0
"ENSMUSG00000087374",0,0,0,0,0,0,0
"ENSMUSG00000026085",0,0,0,0,0,0,0
"ENSMUSG00000089141",0,0,0,0,0,0,0
"ENSMUSG00000058407",1332,1211,1534,1997,1964,1789,1571
"ENSMUSG00000026083",3125,2698,3670,4785,5088,4327,3906
"ENSMUSG00000026082",351,247,382,349,359,348,352
"ENSMUSG00000103804",9,0,6,4,7,3,7
"ENSMUSG00000102716",1,0,0,0,0,0,0
"ENSMUSG00000037138",24,5,44,115,49,109,74
"ENSMUSG00000085391",0,0,0,0,0,0,0
"ENSMUSG00000085280",0,0,0,0,0,0,0
"ENSMUSG00000087131",0,1,0,0,0,1,0
"ENSMUSG00000102984",0,0,0,0,0,0,0
"ENSMUSG00000102541",0,0,0,0,0,0,0
"ENSMUSG00000103531",0,0,0,0,0,0,0
"ENSMUSG00000048814",3,5,15,51,26,52,43
"ENSMUSG00000026080",12,6,12,51,46,47,28
"ENSMUSG00000103647",0,0,0,0,0,0,0
"ENSMUSG00000102447",0,2,0,0,1,0,0
"ENSMUSG00000067604",0,0,0,0,0,0,0
"ENSMUSG00000026078",972,871,1223,1395,1501,1390,1119
"ENSMUSG00000103046",32,41,50,68,64,70,62
"ENSMUSG00000104188",0,0,0,0,0,0,0
"ENSMUSG00000103182",0,0,0,1,0,0,0
"ENSMUSG00000098833",0,0,0,0,0,0,0
"ENSMUSG00000026077",143,333,316,513,496,523,309
"ENSMUSG00000092553",1,0,0,0,0,0,1
"ENSMUSG00000092563",2,1,0,5,4,3,3
"ENSMUSG00000073702",2173,2330,2784,4028,4113,3961,2889
"ENSMUSG00000003134",208,163,292,720,689,752,494
"ENSMUSG00000102607",0,0,0,1,1,0,0
"ENSMUSG00000104827",0,0,0,0,0,0,0
"ENSMUSG00000065629",0,0,0,0,0,0,0
"ENSMUSG00000003135",1129,1099,1215,985,1126,932,773
"ENSMUSG00000085894",64,53,59,141,134,96,102
"ENSMUSG00000077704",9,3,7,17,7,15,10
"ENSMUSG00000048234",1364,1004,1297,1454,1548,1290,1343
"ENSMUSG00000064936",2,2,1,5,3,2,4
"ENSMUSG00000102471",0,1,5,2,0,3,3
"ENSMUSG00000050967",0,0,1,5,8,8,1
"ENSMUSG00000097083",1,0,1,0,0,0,0
"ENSMUSG00000057173",2,0,4,0,6,8,2
"ENSMUSG00000091937",0,0,0,0,0,0,0
"ENSMUSG00000101634",0,0,0,0,0,0,0
"ENSMUSG00000026074",1190,975,1467,4714,4211,4330,3331
"ENSMUSG00000102985",0,0,0,0,0,1,2
"ENSMUSG00000026073",3,3,7,54,26,38,24
"ENSMUSG00000097899",2,0,2,2,0,3,1
"ENSMUSG00000102975",0,0,0,0,0,0,0
"ENSMUSG00000026072",333,265,468,1685,1068,1249,1126
"ENSMUSG00000103560",2,1,0,1,3,6,0
"ENSMUSG00000070942",37,27,73,507,526,558,457
"ENSMUSG00000103230",2,2,3,6,8,6,5
"ENSMUSG00000026069",5,21,20,248,157,227,254
"ENSMUSG00000026070",72,21,67,295,485,428,226
"ENSMUSG00000026068",4,17,25,258,192,174,153
"ENSMUSG00000104441",0,0,0,0,0,0,0
"ENSMUSG00000026065",102,44,106,256,271,237,212
"ENSMUSG00000102676",4,0,6,7,8,4,3
"ENSMUSG00000026062",1982,1507,1846,641,851,632,579
"ENSMUSG00000103679",9,13,4,0,3,1,1
"ENSMUSG00000103270",17,13,14,6,8,17,3
"ENSMUSG00000041945",227,114,217,85,132,83,78
"ENSMUSG00000079588",39,13,29,16,12,16,15
"ENSMUSG00000094136",0,0,0,0,0,0,0
"ENSMUSG00000104072",0,0,0,0,0,0,0
"ENSMUSG00000100185",0,0,0,0,0,0,0
"ENSMUSG00000100832",0,0,0,0,0,0,0
"ENSMUSG00000100178",0,0,0,0,0,0,0
"ENSMUSG00000101877",0,0,0,0,0,0,0
"ENSMUSG00000053640",0,0,0,0,0,0,0
"ENSMUSG00000101919",0,0,0,0,0,0,0
"ENSMUSG00000101299",0,0,0,1,0,0,0
"ENSMUSG00000100180",0,0,0,0,1,0,0
"ENSMUSG00000103106",2,3,3,0,0,0,0
"ENSMUSG00000060424",351,304,352,86,263,159,152
"ENSMUSG00000104199",2,1,3,2,2,0,2
"ENSMUSG00000093436",46,19,30,9,27,11,9
"ENSMUSG00000045515",6086,4431,5728,2497,4124,3466,2765
"ENSMUSG00000097063",306,203,249,186,271,263,211
"ENSMUSG00000099784",6,2,7,0,3,2,1
"ENSMUSG00000060679",1469,1152,1484,1241,1556,1450,1047
"ENSMUSG00000077448",0,0,0,0,1,0,0
"ENSMUSG00000041907",0,1,4,10,8,12,4
"ENSMUSG00000089088",0,0,0,0,0,0,0
"ENSMUSG00000070939",2311,1600,2361,1631,1786,1600,1459
"ENSMUSG00000100269",1,0,0,0,1,1,1
"ENSMUSG00000041878",12,13,19,13,20,12,17
"ENSMUSG00000010290",417,426,510,737,742,737,579
"ENSMUSG00000008136",209,259,535,2092,1619,2318,1589
"ENSMUSG00000094497",21,15,18,27,31,36,12
"ENSMUSG00000099576",0,3,0,2,2,5,0
"ENSMUSG00000099694",0,0,0,0,0,1,0
"ENSMUSG00000101923",0,0,0,0,0,0,0
"ENSMUSG00000066877",641,444,646,1040,1084,1077,849
"ENSMUSG00000103422",0,1,0,1,1,1,0
"ENSMUSG00000103945",12,4,14,15,19,17,20
"ENSMUSG00000026051",7,18,28,55,78,212,90
"ENSMUSG00000100764",4,4,2,1,8,0,6
"ENSMUSG00000100635",2,4,2,3,6,8,9
"ENSMUSG00000100480",10,5,9,6,7,4,1
"ENSMUSG00000057363",1537,1164,1719,1423,1875,1371,1299
"ENSMUSG00000090243",2,0,4,1,1,1,0
"ENSMUSG00000100701",0,0,2,2,2,0,3
"ENSMUSG00000101395",0,1,1,0,3,1,0
"ENSMUSG00000088848",1,0,0,0,0,0,0
"ENSMUSG00000095757",0,0,0,0,0,0,0
"ENSMUSG00000041763",1132,891,1369,1850,1726,1555,1461
"ENSMUSG00000047343",0,1,3,7,5,1,3
"ENSMUSG00000090106",0,0,0,0,0,0,0
"ENSMUSG00000091844",2,2,6,4,2,2,1
"ENSMUSG00000026049",69,60,84,112,97,115,97
"ENSMUSG00000101104",0,0,0,0,0,0,0
"ENSMUSG00000026047",381,296,451,646,550,690,453
"ENSMUSG00000041684",678,583,816,725,749,694,683
"ENSMUSG00000026048",774,611,787,879,887,864,653
"ENSMUSG00000046828",0,0,0,0,0,0,0
"ENSMUSG00000089703",0,1,0,0,0,0,0
"ENSMUSG00000100966",0,0,0,0,0,0,0
"ENSMUSG00000100769",0,0,0,0,0,0,0
"ENSMUSG00000101567",3,2,3,9,4,5,2
"ENSMUSG00000056870",122,130,195,682,553,621,469
"ENSMUSG00000102319",1,7,6,5,13,14,9
"ENSMUSG00000089877",0,1,0,5,4,4,1
"ENSMUSG00000101701",1,0,0,0,0,1,0
"ENSMUSG00000103071",0,0,1,0,1,1,0
"ENSMUSG00000100434",1,0,0,0,0,1,0
"ENSMUSG00000100013",0,0,0,0,0,0,0
"ENSMUSG00000101251",0,0,0,0,0,0,0
"ENSMUSG00000101937",0,0,0,0,0,0,0
"ENSMUSG00000026043",916,1527,3674,49192,32176,43326,24793
"ENSMUSG00000105211",0,0,0,0,0,0,0
"ENSMUSG00000026042",169,144,311,6704,4428,4967,2772
"ENSMUSG00000104476",0,0,0,5,13,2,1
"ENSMUSG00000100218",0,0,0,0,0,0,0
"ENSMUSG00000100361",0,0,0,0,1,0,0
"ENSMUSG00000100894",0,0,0,0,0,0,0
"ENSMUSG00000095121",0,0,0,0,0,0,0
"ENSMUSG00000065255",0,0,0,0,0,0,0
"ENSMUSG00000100843",0,0,0,3,2,3,0
"ENSMUSG00000087764",0,0,0,0,0,0,0
"ENSMUSG00000025995",474,411,522,865,861,794,666
"ENSMUSG00000099850",0,0,0,0,0,0,0
"ENSMUSG00000084817",15,4,3,12,6,12,12
"ENSMUSG00000098549",0,0,0,1,0,1,0
"ENSMUSG00000099381",6,7,6,4,6,3,2
"ENSMUSG00000025993",2094,1891,2353,5671,4598,5226,4095
"ENSMUSG00000099946",0,0,0,0,0,0,1
"ENSMUSG00000070896",0,0,1,0,0,1,0
"ENSMUSG00000090682",0,0,0,0,0,0,0
"ENSMUSG00000044457",0,0,0,0,0,0,0
"ENSMUSG00000099432",0,0,0,0,0,0,0
"ENSMUSG00000041144",139,110,139,207,209,194,133
"ENSMUSG00000096047",0,0,0,0,0,0,0
"ENSMUSG00000101262",6,0,3,5,4,1,2
"ENSMUSG00000101337",3,1,3,10,4,7,8
"ENSMUSG00000025986",846,500,807,1694,1476,1306,1353
"ENSMUSG00000100213",80,62,105,156,104,193,111
"ENSMUSG00000103129",0,0,0,0,0,0,0
"ENSMUSG00000100160",0,0,0,0,0,1,0
"ENSMUSG00000101921",0,0,0,0,0,0,0
"ENSMUSG00000101447",0,0,0,0,0,0,0
"ENSMUSG00000081185",0,0,0,1,0,0,0
"ENSMUSG00000103246",0,0,0,0,0,0,0
"ENSMUSG00000098876",0,0,0,0,0,0,0
"ENSMUSG00000100530",0,0,0,0,0,0,0
"ENSMUSG00000104067",0,0,0,0,0,0,0
"ENSMUSG00000100033",4,2,2,2,5,6,4
"ENSMUSG00000094968",0,0,0,0,0,0,0
"ENSMUSG00000088017",0,0,0,0,0,0,0
"ENSMUSG00000101996",0,0,0,0,0,0,0
"ENSMUSG00000096973",4,4,0,2,3,1,0
"ENSMUSG00000064943",0,0,0,0,0,1,0
"ENSMUSG00000100866",0,0,0,0,0,0,0
"ENSMUSG00000101721",0,0,0,0,0,0,0
"ENSMUSG00000099376",0,0,0,0,0,0,0
"ENSMUSG00000097883",0,1,1,1,1,0,0
"ENSMUSG00000092790",0,0,0,0,0,0,0
"ENSMUSG00000099698",0,0,0,0,0,0,0
"ENSMUSG00000099454",0,0,0,0,0,0,0
"ENSMUSG00000051616",0,0,0,0,0,0,0
"ENSMUSG00000099627",0,0,0,0,0,0,0
"ENSMUSG00000099577",0,0,0,0,0,0,0
"ENSMUSG00000099882",0,0,0,0,0,0,0
"ENSMUSG00000101760",0,0,0,0,0,0,0
"ENSMUSG00000099608",0,0,0,0,0,0,0
"ENSMUSG00000099864",0,0,0,0,0,0,0
"ENSMUSG00000098249",0,0,0,0,0,0,0
"ENSMUSG00000100451",0,0,0,0,0,0,0
"ENSMUSG00000099941",0,0,0,0,0,0,0
"ENSMUSG00000084531",0,0,0,0,0,0,0
"ENSMUSG00000100816",0,0,0,0,1,0,0
"ENSMUSG00000026109",1,4,8,33,3,4,6
"ENSMUSG00000100671",0,0,0,0,0,0,1
"ENSMUSG00000092906",0,0,0,0,0,0,0
"ENSMUSG00000101242",0,0,0,0,0,0,0
"ENSMUSG00000099924",0,0,0,0,0,0,0
"ENSMUSG00000099625",0,0,0,0,0,0,0
"ENSMUSG00000101799",0,0,0,0,0,0,0
"ENSMUSG00000045954",1176,880,1181,508,533,568,473
"ENSMUSG00000099741",0,0,0,1,0,0,0
"ENSMUSG00000101702",0,0,0,0,0,0,0
"ENSMUSG00000026107",2746,2042,3274,2028,1773,1296,1557
"ENSMUSG00000099413",234,183,214,103,87,45,60
"ENSMUSG00000103424",0,0,0,0,0,0,0
"ENSMUSG00000101741",0,2,0,3,0,1,0
"ENSMUSG00000018417",399,356,782,1539,1291,1409,1330
"ENSMUSG00000101724",0,0,0,0,0,1,0
"ENSMUSG00000100313",0,0,0,0,0,0,1
"ENSMUSG00000100696",0,0,0,0,0,2,0
"ENSMUSG00000099135",0,0,0,0,0,0,0
"ENSMUSG00000072324",43,1,0,0,0,308,78
"ENSMUSG00000062939",2,5,17,39,35,51,33
"ENSMUSG00000101628",1,0,1,1,0,1,0
"ENSMUSG00000078291",1,1,2,0,1,0,0
"ENSMUSG00000026104",261,236,474,819,1158,814,1216
"ENSMUSG00000099569",0,0,0,3,1,0,4
"ENSMUSG00000026103",7945,6320,8038,8207,9281,10601,7331
"ENSMUSG00000099648",0,1,1,2,9,5,0
"ENSMUSG00000065192",0,0,0,0,0,0,0
"ENSMUSG00000002881",1178,914,1305,1440,1342,1262,1316
"ENSMUSG00000097833",5,2,4,6,10,7,5
"ENSMUSG00000101501",3,0,2,6,6,13,7
"ENSMUSG00000100120",0,0,0,5,5,3,3
"ENSMUSG00000099878",0,0,0,1,2,0,1
"ENSMUSG00000100007",3,1,0,0,0,1,0
"ENSMUSG00000043015",70,76,132,308,327,319,224
"ENSMUSG00000103630",3,3,3,2,4,0,0
"ENSMUSG00000041439",948,778,1041,1241,1352,1132,1057
"ENSMUSG00000100302",1,0,0,0,2,0,1
"ENSMUSG00000100230",0,0,0,0,0,0,0
"ENSMUSG00000026102",312,240,364,387,375,331,286
"ENSMUSG00000041426",1776,1667,1744,848,839,577,598
"ENSMUSG00000089802",0,0,1,2,0,2,0
"ENSMUSG00000043629",57,58,57,16,23,16,7
"ENSMUSG00000026100",0,0,0,0,0,0,0
"ENSMUSG00000089334",0,0,0,0,0,0,0
"ENSMUSG00000060715",0,2,3,0,2,1,0
"ENSMUSG00000026098",118,93,137,124,160,129,109
"ENSMUSG00000100763",4,1,0,1,1,0,2
"ENSMUSG00000026097",300,269,352,376,337,352,336
"ENSMUSG00000100679",0,0,0,0,0,0,0
"ENSMUSG00000026096",493,447,568,314,361,246,272
"ENSMUSG00000099913",2,4,4,8,7,9,11
"ENSMUSG00000101838",2,1,2,2,3,0,1
"ENSMUSG00000026095",146,185,197,198,235,262,187
"ENSMUSG00000100267",0,0,0,0,0,0,0
"ENSMUSG00000099450",0,0,0,0,0,0,0
"ENSMUSG00000100069",0,0,0,0,0,0,0
"ENSMUSG00000096141",4,4,7,16,8,13,10
"ENSMUSG00000092657",0,0,0,0,0,0,0
"ENSMUSG00000026094",206,162,288,1229,1069,1131,898
"ENSMUSG00000102405",0,0,0,0,0,0,0
"ENSMUSG00000042807",299,189,424,165,176,137,153
"ENSMUSG00000098443",0,0,0,0,0,2,0
"ENSMUSG00000087949",0,0,0,0,0,0,0
"ENSMUSG00000102868",0,0,0,0,0,0,0
"ENSMUSG00000094013",0,0,0,0,0,0,0
"ENSMUSG00000025983",3,2,5,24,20,17,5
"ENSMUSG00000041303",582,495,624,731,679,613,568
"ENSMUSG00000073678",1231,604,1287,831,914,714,581
"ENSMUSG00000104136",3,0,0,2,2,1,0
"ENSMUSG00000101130",0,0,0,0,0,0,0
"ENSMUSG00000052331",558,393,740,806,853,820,733
"ENSMUSG00000101674",0,0,0,0,0,7,0
"ENSMUSG00000102503",1,1,1,0,2,1,0
"ENSMUSG00000089245",0,0,0,0,0,0,0
"ENSMUSG00000102642",0,2,0,0,0,2,0
"ENSMUSG00000025982",6137,4746,7183,8959,8845,9565,7647
"ENSMUSG00000103030",19,11,12,13,7,12,4
"ENSMUSG00000025981",1056,751,1034,940,969,858,845
"ENSMUSG00000101122",22,15,23,34,41,47,27
"ENSMUSG00000025980",10651,8679,11411,4124,5143,3508,4892
"ENSMUSG00000073676",976,1456,1032,753,611,703,575
"ENSMUSG00000100736",0,0,0,0,1,0,0
"ENSMUSG00000089670",2,1,3,2,5,5,1
"ENSMUSG00000025979",1097,1067,1182,1099,1117,1140,1000
"ENSMUSG00000061863",0,0,0,2,1,0,0
"ENSMUSG00000025978",85,69,157,350,291,331,192
"ENSMUSG00000097649",9,5,23,36,43,61,21
"ENSMUSG00000046994",391,258,393,311,357,306,298
"ENSMUSG00000025977",4,1,3,5,3,0,5
"ENSMUSG00000100215",16,13,22,82,68,85,55
"ENSMUSG00000101945",0,0,0,0,0,2,0
"ENSMUSG00000101085",0,0,0,0,0,0,0
"ENSMUSG00000038349",998,479,898,829,837,660,745
"ENSMUSG00000102145",10,10,8,13,23,34,13
"ENSMUSG00000100309",0,0,0,0,0,0,0
"ENSMUSG00000102831",0,2,4,4,4,8,1
"ENSMUSG00000099950",0,7,3,0,2,0,0
"ENSMUSG00000102491",0,0,0,0,0,0,0
"ENSMUSG00000100372",0,0,0,0,0,0,0
"ENSMUSG00000100944",0,0,0,0,0,0,0
"ENSMUSG00000101332",0,0,0,0,0,0,0
"ENSMUSG00000045336",0,0,0,0,0,0,0
"ENSMUSG00000038331",889,777,725,334,551,350,463
"ENSMUSG00000087022",132,122,109,32,109,46,70
"ENSMUSG00000104310",2,4,2,0,0,1,1
"ENSMUSG00000094128",0,1,0,0,0,0,0
"ENSMUSG00000099945",0,0,0,0,0,0,0
"ENSMUSG00000101429",0,0,0,0,0,0,0
"ENSMUSG00000101129",0,0,0,0,0,0,0
"ENSMUSG00000097519",0,1,0,3,5,6,5
"ENSMUSG00000038323",221,158,203,237,236,275,208
"ENSMUSG00000048495",188,156,213,254,220,283,228
"ENSMUSG00000025971",400,415,459,360,429,368,329
"ENSMUSG00000077776",0,0,0,0,0,0,0
"ENSMUSG00000088353",0,0,0,0,0,0,0
"ENSMUSG00000101826",0,0,0,0,0,0,0
"ENSMUSG00000102685",0,0,0,0,0,0,0
"ENSMUSG00000101151",0,0,0,0,1,0,0
"ENSMUSG00000038305",709,554,718,641,584,519,603
"ENSMUSG00000091283",0,0,0,0,0,2,1
"ENSMUSG00000054770",264,200,308,519,455,493,407
"ENSMUSG00000026039",4,1,3,71,56,69,49
"ENSMUSG00000063558",16,19,41,148,68,94,49
"ENSMUSG00000064294",52,15,36,4,32,40,18
"ENSMUSG00000089275",0,0,0,0,0,0,0
"ENSMUSG00000038242",1,0,0,7,6,2,1
"ENSMUSG00000089822",1,0,0,2,0,0,0
"ENSMUSG00000079554",9,5,6,13,14,4,9
"ENSMUSG00000103839",98,71,123,139,142,144,129
"ENSMUSG00000051223",4037,3322,4638,6410,6071,6049,5336
"ENSMUSG00000026034",3488,2735,3743,5562,5294,5799,4871
"ENSMUSG00000026035",308,296,383,558,592,481,445
"ENSMUSG00000026036",594,552,654,735,728,657,596
"ENSMUSG00000026037",422,336,490,656,645,559,547
"ENSMUSG00000094245",1,2,4,8,1,1,2
"ENSMUSG00000085054",16,7,18,17,19,22,16
"ENSMUSG00000038174",1340,869,1284,689,718,730,770
"ENSMUSG00000026032",2244,1963,2574,1362,1860,1431,1249
"ENSMUSG00000100202",0,0,0,0,0,0,1
"ENSMUSG00000099490",0,0,0,0,0,0,0
"ENSMUSG00000059647",0,0,0,0,1,0,0
"ENSMUSG00000047528",66,39,68,6,15,6,10
"ENSMUSG00000102059",26,16,32,48,80,59,70
"ENSMUSG00000101046",0,0,0,0,0,0,0
"ENSMUSG00000026031",3880,2686,4498,3705,4147,3719,3892
"ENSMUSG00000100236",0,0,1,0,0,0,0
"ENSMUSG00000026029",958,863,1010,1448,1444,1396,1184
"ENSMUSG00000102719",6,15,6,19,16,27,10
"ENSMUSG00000099719",1,3,0,6,3,2,3
"ENSMUSG00000026028",5625,3627,5957,2769,3359,2887,2877
"ENSMUSG00000026027",1384,1139,1500,870,985,889,835
"ENSMUSG00000047383",0,0,0,1,3,0,0
"ENSMUSG00000099752",0,0,0,0,0,0,0
"ENSMUSG00000072295",2,0,1,3,2,0,0
"ENSMUSG00000077616",0,0,0,0,0,0,0
"ENSMUSG00000038079",554,396,534,705,651,801,562
"ENSMUSG00000097573",41,40,50,27,26,21,20
"ENSMUSG00000079550",43,32,50,13,22,29,23
"ENSMUSG00000101586",14,13,19,35,34,36,22
"ENSMUSG00000099563",0,1,0,0,0,0,1
"ENSMUSG00000026024",1293,860,1308,1005,1069,852,966
"ENSMUSG00000026023",4,0,1,1,4,3,2
"ENSMUSG00000099922",0,0,0,0,0,0,0
"ENSMUSG00000104502",1,2,1,8,6,4,10
"ENSMUSG00000041075",816,574,833,1384,1265,1348,908
"ENSMUSG00000097819",12,10,16,31,20,22,17
"ENSMUSG00000047361",8,8,3,23,19,19,6
"ENSMUSG00000099811",0,0,0,0,1,0,0
"ENSMUSG00000101409",0,0,0,0,0,0,0
"ENSMUSG00000026021",927,810,1062,1293,1307,1085,869
"ENSMUSG00000089276",0,0,0,0,0,0,0
"ENSMUSG00000103821",21,8,15,34,40,24,26
"ENSMUSG00000101400",4,3,0,1,2,2,2
"ENSMUSG00000026020",737,630,780,1525,1667,1415,1571
"ENSMUSG00000077345",0,0,0,0,0,0,0
"ENSMUSG00000077358",0,0,0,0,0,0,0
"ENSMUSG00000089512",2,0,0,2,1,1,3
"ENSMUSG00000089093",0,0,0,0,0,0,0
"ENSMUSG00000067336",2567,1597,2637,3046,2843,3412,2821
"ENSMUSG00000104052",1,0,0,1,1,2,0
"ENSMUSG00000103131",0,0,1,0,3,0,0
"ENSMUSG00000041040",871,730,1310,1012,965,1194,932
"ENSMUSG00000103696",0,2,3,1,0,6,1
"ENSMUSG00000100901",1,1,1,0,0,1,0
"ENSMUSG00000026018",8,3,18,13,19,20,10
"ENSMUSG00000026019",437,401,457,571,590,589,485
"ENSMUSG00000026017",219,143,226,326,324,386,283
"ENSMUSG00000082609",0,0,0,0,0,0,1
"ENSMUSG00000073664",1826,1140,1901,2363,2189,2518,2361
"ENSMUSG00000100516",0,0,0,0,0,0,0
"ENSMUSG00000049439",411,361,580,754,703,696,632
"ENSMUSG00000103822",0,1,0,1,2,1,2
"ENSMUSG00000026782",743,582,914,973,949,915,809
"ENSMUSG00000026014",805,576,982,1669,1427,1884,1875
"ENSMUSG00000081562",0,2,0,0,2,1,2
"ENSMUSG00000084400",0,0,0,0,0,0,0
"ENSMUSG00000082160",0,0,0,0,0,0,0
"ENSMUSG00000103215",1,0,0,0,0,1,0
"ENSMUSG00000088973",0,0,0,0,0,0,0
"ENSMUSG00000084151",0,0,0,0,0,0,0
"ENSMUSG00000101188",27,28,40,91,65,53,51
"ENSMUSG00000026012",4,8,16,21,58,46,31
"ENSMUSG00000086795",0,1,0,0,3,0,0
"ENSMUSG00000085965",0,0,0,0,0,0,0
"ENSMUSG00000104069",0,0,0,0,1,0,0
"ENSMUSG00000083118",0,0,0,0,0,0,0
"ENSMUSG00000083355",0,0,0,0,0,1,0
"ENSMUSG00000102549",0,0,0,0,0,0,0
"ENSMUSG00000026011",1,0,1,19,38,7,14
"ENSMUSG00000081382",15,5,10,13,13,19,18
"ENSMUSG00000080800",0,0,0,0,0,0,0
"ENSMUSG00000026009",7,7,23,33,79,51,48
"ENSMUSG00000102561",0,0,0,0,1,0,0
"ENSMUSG00000082804",1,1,2,0,1,1,1
"ENSMUSG00000082661",0,0,0,0,0,0,0
"ENSMUSG00000080785",0,0,0,1,1,0,0
"ENSMUSG00000100893",0,0,0,0,0,0,0
"ENSMUSG00000085248",1,0,0,0,0,0,0
"ENSMUSG00000085447",1,0,0,0,0,3,1
"ENSMUSG00000086408",0,0,0,0,0,0,0
"ENSMUSG00000089546",0,0,0,0,0,0,0
"ENSMUSG00000100965",0,0,0,0,0,0,0
"ENSMUSG00000102168",0,0,0,0,0,0,0
"ENSMUSG00000100381",0,0,0,0,0,0,0
"ENSMUSG00000086009",0,0,0,2,0,1,0
"ENSMUSG00000052062",418,290,294,737,679,424,516
"ENSMUSG00000103656",0,0,0,0,2,2,0
"ENSMUSG00000104402",1,2,0,2,2,2,0
"ENSMUSG00000104081",0,1,0,0,0,3,0
"ENSMUSG00000085842",0,1,0,0,0,3,0
"ENSMUSG00000103002",0,0,0,1,1,2,0
"ENSMUSG00000100344",0,0,0,0,0,0,0
"ENSMUSG00000101509",0,0,0,0,0,0,0
"ENSMUSG00000085019",0,0,0,0,0,0,0
"ENSMUSG00000102359",0,0,0,0,0,0,0
"ENSMUSG00000085400",5,0,1,1,0,1,0
"ENSMUSG00000100750",0,0,0,0,0,0,0
"ENSMUSG00000081950",0,0,0,2,0,0,0
"ENSMUSG00000084333",1,0,0,1,0,2,0
"ENSMUSG00000025969",654,763,1463,3032,2373,2616,2164
"ENSMUSG00000100811",0,0,0,0,0,3,0
"ENSMUSG00000103032",6,12,17,31,30,27,30
"ENSMUSG00000100426",14,12,31,1,1,2,2
"ENSMUSG00000040865",1417,922,1647,2019,2074,2158,1803
"ENSMUSG00000104991",0,0,0,0,0,0,0
"ENSMUSG00000088953",0,0,0,0,0,0,0
"ENSMUSG00000081617",1,0,0,1,0,0,0
"ENSMUSG00000081429",0,0,1,0,1,1,1
"ENSMUSG00000084799",95,71,89,62,93,107,84
"ENSMUSG00000101599",419,311,447,340,399,431,379
"ENSMUSG00000025968",7882,6817,9103,2665,3418,2716,3013
"ENSMUSG00000077884",4,1,0,0,0,0,0
